,booking_count,age_in_days,core_earning,active_days,followers,company tier numerical,college tier numerical,years of experience,# of posts/week,avg engagement per post last 30 days,# of Posts last 30 days,# of Comments last 30 days,# of Reactions last 30 days,gender_score,# of promotional posts,target_score
2132,1,0,0,0,821.0,8.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2133,1,0,0,0,3371.0,9.0,10.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2135,1,0,0,0,319.0,7.0,8.0,7.0,1.596491228,3.307692308,1.0,0.0,0.0,1,0.0,0
2136,1,0,2000,0,14378.0,7.0,6.0,10.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2139,1,0,500,0,9502.0,8.0,9.0,7.0,1.909090909,14.33333333,6.0,1.0,0.0,1,4.0,1
2140,1,0,100,0,9763.0,8.0,8.0,4.0,2.8,4.0,6.0,0.0,6.0,1,6.0,1
2141,1,0,300,0,431.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2145,1,0,0,0,147.0,9.0,8.0,4.0,0.466666667,0.0,1.0,0.0,0.0,1,1.0,0
2146,1,0,0,0,297.0,10.0,8.0,17.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2149,1,0,0,0,1445.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2151,1,0,1000,0,3843.0,8.0,8.0,5.0,9.227272727,67.0,29.0,17.0,1.0,1,0.0,1
2152,1,0,0,0,15789.0,8.0,9.0,2.0,3.5,26.18181818,11.0,4.0,0.0,1,10.0,0
2154,1,0,99,0,4336.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2155,1,0,0,0,562.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2156,1,0,0,0,1128.0,9.0,7.0,8.0,0.49122807,7.5,2.0,0.0,0.0,1,0.0,0
2157,1,0,0,0,2040.0,8.0,10.0,8.0,0.122807018,6.0,0.0,0.0,0.0,1,0.0,0
2159,1,0,0,0,4049.0,8.0,7.0,5.0,0.245614035,18.0,0.0,0.0,0.0,1,0.0,0
2160,1,0,0,0,1306.0,10.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2161,1,0,999,0,4519.0,8.0,9.0,3.0,1.75,170.5,2.0,2.0,0.0,0,1.0,1
2162,1,0,0,0,113.0,1.0,7.0,2.0,0.859649123,9.285714286,3.0,2.0,1.0,0,0.0,0
2163,1,0,0,0,3008.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2164,1,0,49,0,2882.0,8.0,8.0,6.0,4.052631579,25.51515152,29.0,11.0,13.0,1,8.0,1
2167,1,0,0,0,1848.0,8.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2168,1,0,0,0,2003.0,10.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2171,1,0,0,0,1145.0,8.0,8.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2172,1,0,0,0,2622.0,8.0,10.0,6.0,0.122807018,40.0,0.0,0.0,0.0,1,0.0,0
2174,1,0,0,0,1396.0,8.0,7.0,6.0,0.14,43.0,0.0,0.0,0.0,1,0.0,0
2175,1,0,0,0,2167.0,8.0,7.0,8.0,0.368421053,29.33333333,0.0,0.0,0.0,1,0.0,0
2176,1,0,0,0,81575.0,5.0,7.0,3.0,0.763636364,347.1666667,4.0,5.0,0.0,1,0.0,0
2181,1,0,0,0,2152.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2182,1,0,100,0,1184.0,8.0,9.0,1.0,0.614035088,5.2,0.0,0.0,0.0,0,0.0,1
2187,1,0,0,0,2967.0,8.0,9.0,2.0,0.122807018,8.0,0.0,0.0,0.0,1,0.0,0
2188,1,0,415,0,1775.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2190,1,0,0,0,60.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2191,1,0,0,0,2364.0,5.0,10.0,1.0,9.8,24.14285714,7.0,6.0,0.0,0,1.0,0
2192,1,0,0,0,5764.0,10.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2193,1,0,0,0,2069.0,6.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2194,1,0,0,0,1616.0,9.0,10.0,35.0,4.912280702,4.7,25.0,0.0,0.0,1,1.0,0
2195,1,0,0,0,1308.0,8.0,10.0,12.0,0.122807018,3.0,0.0,0.0,0.0,1,0.0,0
2196,1,0,0,0,1649.0,7.0,8.0,3.0,0.318181818,3.0,1.0,0.0,0.0,1,0.0,0
2197,1,0,0,0,9040.0,10.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2198,1,0,300,0,412.0,10.0,7.0,9.0,0.122807018,67.0,0.0,0.0,0.0,1,0.0,1
2199,1,0,299,0,1716.0,8.0,8.0,1.0,0.875,229.0,1.0,1.0,0.0,1,0.0,1
2200,1,0,0,0,14360.0,8.0,6.0,9.0,0.49122807,19.25,0.0,0.0,0.0,1,0.0,0
2201,1,0,0,0,1299.0,9.0,8.0,4.0,0.368421053,156.6666667,0.0,0.0,0.0,1,0.0,0
2202,1,0,0,0,28277.0,10.0,8.0,7.0,3.192982456,3.576923077,18.0,0.0,0.0,1,1.0,0
2203,1,0,100,0,18477.0,9.0,7.0,7.0,4.052631579,218.0,11.0,6.0,7.0,1,3.0,1
2204,1,0,50,0,12160.0,9.0,7.0,7.0,2.545454545,84.875,8.0,0.0,1.0,1,0.0,1
2205,1,0,0,0,2425.0,8.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2206,1,0,0,0,0.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2208,1,0,0,0,2975.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2209,1,0,500,0,18738.0,7.0,8.0,7.0,0.0,0.0,0.0,3.0,1.0,0,0.0,1
2213,1,0,0,0,79.0,8.0,7.0,14.0,0.636363636,0.0,2.0,0.0,0.0,1,1.0,0
2214,1,0,500,0,5306.0,8.0,9.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2215,1,0,0,0,118.0,8.0,7.0,11.0,1.75,4.5,2.0,0.0,0.0,1,0.0,0
2217,1,0,0,0,2923.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2218,1,0,19,0,1829.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2220,1,0,0,0,378.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2221,1,0,0,0,387.0,7.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2222,1,0,0,0,522.0,8.0,7.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2224,1,0,0,0,435.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2225,1,69,0,0,591.0,7.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2226,1,0,0,0,3614.0,7.0,7.0,10.0,0.466666667,17.0,1.0,0.0,0.0,1,0.0,0
2227,1,0,500,0,28484.0,7.0,9.0,5.0,0.0,0.0,0.0,3.0,7.0,0,0.0,1
2228,1,1,100,0,14235.0,7.0,8.0,13.0,0.368421053,5.0,1.0,0.0,0.0,1,0.0,1
2229,1,1,100,0,14235.0,8.0,8.0,13.0,0.368421053,5.0,1.0,0.0,0.0,1,0.0,1
2230,1,0,499,0,11895.0,8.0,8.0,3.0,1.166666667,271.0,1.0,2.0,4.0,1,0.0,1
2231,1,0,0,0,238.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2232,1,0,0,0,1837.0,8.0,7.0,5.0,0.152173913,3.0,0.0,0.0,0.0,1,0.0,0
2233,1,0,49,0,592.0,7.0,7.0,1.0,0.614035088,5.0,1.0,0.0,1.0,1,0.0,1
2234,1,0,500,0,2739.0,9.0,9.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2235,1,0,0,0,767.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2238,1,0,200,0,2480.0,8.0,7.0,7.0,3.5,1.5,2.0,0.0,0.0,1,2.0,1
2239,1,0,0,0,3521.0,7.0,10.0,11.0,1.842105263,6.533333333,4.0,0.0,0.0,1,0.0,0
2240,1,0,0,0,2569.0,8.0,8.0,5.0,0.122807018,52.0,0.0,0.0,0.0,1,0.0,0
2241,1,0,500,0,6339.0,8.0,6.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2242,1,0,0,0,1217.0,8.0,9.0,6.0,0.368421053,86.0,0.0,0.0,0.0,1,0.0,0
2243,1,31,1660,0,5439.0,8.0,7.0,2.0,0.583333333,68.33333333,1.0,0.0,0.0,0,0.0,1
2244,1,0,0,0,337.0,7.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2248,1,0,100,0,827.0,8.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2249,1,0,50,0,1081.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2250,1,0,149,0,3604.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2251,1,0,0,0,3088.0,8.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2252,1,0,1500,0,3950.0,8.0,8.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2254,1,0,10,0,3267.0,7.0,8.0,1.0,0.368421053,25.33333333,1.0,1.0,0.0,1,0.0,1
2255,1,0,300,0,6219.0,10.0,8.0,6.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2256,1,0,100,0,1532.0,9.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2257,1,8,300,0,601.0,8.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2258,1,0,50,0,2208.0,9.0,8.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2260,1,0,999,0,9474.0,1.0,9.0,3.0,3.36,2.75,12.0,0.0,1.0,1,1.0,1
2261,1,0,100,0,2376.0,10.0,8.0,8.0,0.49122807,4.25,1.0,0.0,0.0,1,1.0,1
2263,1,0,200,0,862.0,7.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2264,1,0,0,0,2392.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2265,1,0,300,0,3135.0,9.0,9.0,1.0,0.318181818,132.0,1.0,1.0,0.0,1,1.0,1
2266,1,15,200,0,8958.0,8.0,7.0,1.0,1.909090909,51.5,6.0,4.0,2.0,1,0.0,1
2267,1,0,200,0,3760.0,9.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2268,1,0,0,0,13553.0,8.0,10.0,5.0,3.929824561,8.0,3.0,0.0,0.0,1,0.0,0
2269,1,0,200,0,1508.0,8.0,7.0,6.0,0.318181818,10.0,1.0,0.0,0.0,1,0.0,1
2270,1,0,100,0,2848.0,8.0,7.0,7.0,0.98245614,5.375,2.0,0.0,1.0,1,0.0,1
2271,1,0,200,0,913.0,7.0,9.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2272,1,0,200,0,5715.0,10.0,10.0,7.0,1.719298246,41.71428571,12.0,4.0,0.0,1,3.0,1
2274,1,0,500,0,2619.0,8.0,6.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2275,1,0,0,0,5509.0,7.0,10.0,8.0,0.122807018,99.0,0.0,0.0,0.0,1,0.0,0
2276,1,0,1999,0,3367.0,8.0,9.0,3.0,0.35,15.66666667,0.0,0.0,0.0,1,0.0,1
2277,1,0,99,0,6280.0,8.0,8.0,8.0,1.75,9.5,2.0,0.0,0.0,1,1.0,1
2278,1,0,2,0,952.0,5.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2280,1,0,100,0,792.0,7.0,8.0,1.0,0.859649123,40.42857143,3.0,2.0,0.0,1,2.0,1
2282,1,0,500,0,693.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2283,1,0,0,0,406.0,7.0,8.0,15.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2284,1,0,0,0,1609.0,8.0,9.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2285,1,0,500,0,1499.0,7.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2286,1,0,1699,0,223.0,8.0,9.0,0.0,0.859649123,7.428571429,0.0,0.0,0.0,1,0.0,1
2287,1,0,0,0,863.0,7.0,10.0,8.0,0.189189189,62.0,0.0,0.0,0.0,1,0.0,0
2288,1,0,99,0,290.0,8.0,7.0,6.0,0.859649123,39.57142857,2.0,2.0,0.0,1,0.0,1
2289,1,0,0,0,721.0,7.0,9.0,6.0,0.122807018,5.0,0.0,0.0,0.0,0,0.0,0
2291,1,0,200,0,1051.0,10.0,10.0,6.0,0.122807018,5.0,0.0,0.0,0.0,1,0.0,1
2292,1,0,15,0,14982.0,8.0,7.0,0.0,7.0,326.6470588,32.0,22.0,11.0,1,7.0,1
2293,1,0,500,0,1297.0,7.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2294,1,0,200,0,1924.0,8.0,8.0,6.0,7.736842105,5.555555556,36.0,1.0,0.0,1,4.0,1
2295,1,0,20,0,1340.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2296,1,0,100,0,4623.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2297,1,0,1660,0,1800.0,9.0,9.0,7.0,1.75,93.0,1.0,1.0,0.0,0,0.0,1
2298,1,0,200,0,33086.0,9.0,9.0,2.0,8.0,65.625,8.0,2.0,8.0,1,3.0,1
2299,1,0,500,0,11016.0,7.0,8.0,16.0,1.350877193,44.09090909,10.0,8.0,0.0,1,5.0,1
2300,1,0,200,0,19558.0,8.0,8.0,18.0,2.459459459,27.23076923,12.0,3.0,1.0,1,0.0,1
2303,1,0,0,0,571.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2305,1,0,1500,0,3098.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2306,1,0,0,0,742.0,8.0,6.0,4.0,0.859649123,16.42857143,2.0,1.0,0.0,1,0.0,0
2307,1,0,100,0,2647.0,8.0,9.0,14.0,0.49122807,140.5,0.0,0.0,0.0,1,0.0,1
2309,1,0,0,0,416.0,8.0,7.0,1.0,4.136363636,5.307692308,13.0,2.0,0.0,1,0.0,0
2310,1,0,0,0,1676.0,8.0,10.0,7.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2312,1,0,2,0,33.0,7.0,7.0,3.0,0.614035088,2.2,0.0,0.0,0.0,1,0.0,1
2314,1,0,500,0,3181.0,8.0,8.0,8.0,0.245614035,56.5,1.0,0.0,0.0,0,0.0,1
2315,1,0,500,0,3173.0,7.0,10.0,2.0,1.25,4.6,5.0,0.0,1.0,0,1.0,1
2316,1,0,200,0,2904.0,5.0,9.0,3.0,0.318181818,101.0,1.0,1.0,0.0,1,1.0,1
2317,1,0,1660,0,12163.0,10.0,8.0,13.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2318,1,0,1660,0,15767.0,7.0,9.0,12.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2319,1,0,0,0,1147.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2320,1,0,50,0,1502.0,7.0,8.0,1.0,0.614035088,39.8,3.0,0.0,2.0,0,2.0,1
2322,1,0,200,0,1431.0,8.0,10.0,4.0,0.98245614,130.875,2.0,1.0,0.0,0,0.0,1
2323,1,0,0,0,13496.0,10.0,10.0,3.0,0.28,640.0,0.0,0.0,0.0,1,0.0,0
2324,1,0,3320,0,28108.0,8.0,9.0,14.0,0.538461539,183.3333333,1.0,0.0,0.0,1,1.0,1
2325,1,0,0,0,3290.0,7.0,7.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2326,1,0,0,0,5303.0,10.0,7.0,3.0,0.368421053,1433.333333,2.0,1.0,1.0,1,0.0,0
2328,1,0,250,0,611.0,7.0,8.0,5.0,0.538461539,3.5,2.0,0.0,2.0,0,0.0,1
2329,1,0,50,0,1687.0,7.0,10.0,2.0,0.466666667,59.0,1.0,0.0,1.0,1,1.0,1
2330,1,0,1660,0,3284.0,7.0,10.0,11.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2331,1,0,1999,0,3315.0,8.0,8.0,10.0,12.28070175,5.23,19.0,5.0,2.0,1,11.0,1
2332,1,0,200,0,2734.0,8.0,7.0,4.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
2333,1,28,0,0,1641.0,10.0,9.0,5.0,0.325581395,140.0,0.0,0.0,0.0,1,0.0,0
2334,1,0,0,0,8712.0,9.0,7.0,7.0,0.28,63.5,0.0,0.0,0.0,0,0.0,0
2335,1,0,1660,0,7326.0,10.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2336,1,0,20,0,563.0,9.0,7.0,12.0,0.760869565,20.8,2.0,1.0,1.0,0,2.0,1
2337,1,0,100,0,7419.0,8.0,7.0,3.0,0.98245614,97.875,4.0,1.0,2.0,1,1.0,1
2339,1,0,200,0,2388.0,8.0,7.0,5.0,0.333333333,7.5,0.0,0.0,0.0,1,0.0,1
2340,1,0,200,0,1732.0,9.0,8.0,11.0,0.21875,27.0,0.0,0.0,0.0,1,0.0,1
2341,1,0,0,0,1428.0,7.0,7.0,10.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2342,1,0,10,0,364.0,5.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2343,1,16,49,0,6387.0,7.0,6.0,12.0,8.228070175,4.686567164,32.0,2.0,0.0,1,4.0,1
2344,1,0,0,0,322.0,7.0,6.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2345,1,0,0,0,3869.0,8.0,7.0,19.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2346,1,0,50,0,3815.0,8.0,8.0,4.0,0.145833333,68.0,0.0,0.0,0.0,1,0.0,1
2347,1,0,0,0,5749.0,8.0,8.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2348,1,0,0,0,2582.0,8.0,7.0,4.0,0.368421053,11.33333333,0.0,0.0,0.0,1,0.0,0
2349,1,0,200,0,370.0,8.0,9.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2350,1,3,500,0,2630.0,7.0,9.0,15.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2351,1,0,0,0,378.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2352,1,0,0,0,844.0,7.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2353,1,0,2905,0,5161.0,9.0,9.0,6.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2354,1,0,1,0,6189.0,8.0,7.0,6.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
2355,1,0,500,0,12417.0,7.0,9.0,8.0,0.614035088,75.8,2.0,1.0,1.0,1,2.0,1
2356,1,0,500,0,6524.0,8.0,9.0,3.0,4.912280702,12.45,11.0,4.0,1.0,1,1.0,1
2357,1,0,1,0,863.0,8.0,10.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2358,1,0,199,0,1643.0,8.0,9.0,8.0,0.98245614,77.5,1.0,0.0,0.0,1,0.0,1
2360,1,0,0,0,2943.0,7.0,10.0,18.0,0.859649123,42.28571429,2.0,1.0,0.0,1,1.0,0
2361,1,0,200,0,7029.0,8.0,9.0,4.0,11.52941176,10.875,53.0,36.0,5.0,1,9.0,1
2362,1,0,0,0,1230.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2363,1,0,0,0,5537.0,8.0,7.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0
2364,1,0,49,0,10136.0,8.0,8.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2365,1,0,1660,0,48546.0,10.0,8.0,8.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2366,1,0,2,0,450005.0,10.0,10.0,14.0,8.4,349.0,12.0,12.0,1.0,1,5.0,1
2367,1,0,3320,0,1371.0,9.0,7.0,9.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2368,1,0,1000,0,12021.0,7.0,6.0,6.0,1.596491228,28.69230769,9.0,0.0,4.0,1,0.0,1
2369,1,0,0,0,242.0,7.0,6.0,11.0,0.466666667,39.0,1.0,1.0,0.0,1,0.0,0
2370,1,0,200,0,16984.0,8.0,7.0,18.0,1.029411765,143.0,4.0,1.0,1.0,1,1.0,1
2372,1,22,0,0,23860.0,8.0,7.0,5.0,1.228070175,31.6,2.0,1.0,0.0,0,1.0,0
2374,1,0,0,0,564.0,8.0,9.0,1.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2376,1,0,0,0,1753.0,6.0,7.0,5.0,1.228070175,1.9,1.0,0.0,0.0,1,0.0,0
2377,1,0,500,0,1776.0,7.0,9.0,5.0,0.21875,55.0,0.0,0.0,0.0,0,0.0,1
2378,1,0,151,0,7699.0,9.0,9.0,0.0,0.118644068,708.0,0.0,0.0,0.0,1,0.0,1
2379,1,0,500,0,1928.0,8.0,8.0,3.0,0.614035088,19.6,2.0,0.0,0.0,0,1.0,1
2380,1,0,300,0,2103.0,10.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2381,1,0,100,0,1797.0,10.0,7.0,5.0,0.318181818,55.0,1.0,1.0,0.0,1,1.0,1
2382,1,0,1660,0,18712.0,7.0,5.0,2.0,0.0,0.0,0.0,2.0,1.0,1,0.0,1
2384,1,0,664,0,18314.0,9.0,8.0,3.0,0.933333333,4155.5,2.0,0.0,2.0,1,1.0,1
2385,1,0,10,0,2230.0,10.0,9.0,5.0,0.0,0.0,0.0,0.0,1.0,1,0.0,1
2386,1,0,0,0,2281.0,8.0,8.0,2.0,0.0,0.0,0.0,0.0,4.0,0,0.0,0
2387,1,0,200,0,25183.0,7.0,7.0,1.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2388,1,0,1,0,507.0,8.0,8.0,4.0,0.482758621,7.0,2.0,0.0,0.0,0,2.0,1
2389,1,0,200,0,1182.0,8.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2391,1,0,0,0,3557.0,10.0,8.0,5.0,1.596491228,37.38461538,10.0,2.0,0.0,1,6.0,0
2392,1,0,1,0,378.0,7.0,7.0,24.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2393,1,0,200,0,10946.0,7.0,8.0,3.0,1.596491228,33.15384615,7.0,3.0,0.0,0,4.0,1
2394,1,0,100,0,15754.0,6.0,7.0,8.0,3.5,39.0,1.0,3.0,2.0,0,0.0,1
2395,1,0,415,0,33916.0,8.0,7.0,12.0,1.346153846,1570.4,5.0,4.0,1.0,1,5.0,1
2396,1,1,20,0,14595.0,7.0,8.0,10.0,4.298245614,6.228571429,31.0,0.0,7.0,1,0.0,1
2397,1,27,4598,0,18001.0,8.0,9.0,8.0,3.5,114.25,4.0,4.0,1.0,0,0.0,1
2398,1,0,100,0,2553.0,8.0,8.0,5.0,0.368421053,1.666666667,2.0,0.0,0.0,1,0.0,1
2399,1,23,1200,0,18954.0,7.0,8.0,8.0,1.473684211,10.41666667,5.0,0.0,1.0,0,2.0,1
2403,1,0,50,0,11962.0,8.0,9.0,4.0,0.736842105,18.83333333,5.0,2.0,0.0,1,2.0,1
2404,1,25,0,0,1630.0,8.0,9.0,4.0,0.318181818,85.0,1.0,0.0,0.0,0,1.0,0
2406,1,0,200,0,28118.0,8.0,7.0,1.0,3.0,433.6666667,3.0,2.0,4.0,0,1.0,1
2407,1,21,0,0,57113.0,7.0,8.0,6.0,14.875,90.23529412,17.0,17.0,1.0,1,5.0,0
2408,1,0,0,0,3080.0,8.0,7.0,2.0,0.0,0.0,0.0,0.0,0.0,1,0.0,0
2409,1,0,0,0,1273.0,7.0,7.0,5.0,0.388888889,40.0,1.0,1.0,0.0,0,0.0,0
2410,1,0,2905,0,16986.0,8.0,7.0,5.0,8.75,159.8,5.0,6.0,3.0,1,1.0,1
2412,1,0,200,0,2102.0,9.0,7.0,7.0,0.35,13.0,1.0,1.0,0.0,1,1.0,1
2413,1,20,600,0,2249.0,8.0,10.0,7.0,0.933333333,26.0,2.0,1.0,1.0,1,2.0,1
2414,1,0,200,0,890.0,9.0,7.0,10.0,2.333333333,20.0,1.0,0.0,0.0,1,1.0,1
2415,1,0,200,0,13589.0,10.0,8.0,6.0,0.388888889,44.0,1.0,1.0,0.0,0,1.0,1
2416,1,0,49,0,7565.0,9.0,8.0,4.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2418,1,0,199,0,7336.0,8.0,9.0,6.0,9.8,12.78571429,14.0,3.0,9.0,1,11.0,1
2419,1,0,50,0,21190.0,7.0,8.0,11.0,3.15,36.33333333,9.0,2.0,1.0,1,4.0,1
2421,1,0,200,0,8062.0,7.0,9.0,3.0,0.0,0.0,0.0,0.0,0.0,0,0.0,1
2422,1,17,0,0,1164.0,7.0,9.0,9.0,1.75,14.0,1.0,0.0,0.0,1,1.0,0
2424,1,0,250,0,5881.0,8.0,8.0,4.0,2.333333333,33.0,1.0,3.0,0.0,1,0.0,1
2425,1,0,200,0,9895.0,8.0,10.0,2.0,0.368421053,30.33333333,2.0,1.0,0.0,1,2.0,1
2426,1,0,500,0,1110.0,7.0,8.0,11.0,0.368421053,74.66666667,2.0,1.0,0.0,1,1.0,1
2429,1,0,200,0,2841.0,8.0,10.0,25.0,0.245614035,26.5,0.0,0.0,5.0,1,0.0,1
2430,1,10,3000,0,5321.0,7.0,7.0,1.0,5.25,17.5,12.0,4.0,0.0,1,2.0,1
2431,1,0,2000,0,13058.0,10.0,10.0,7.0,0.0,0.0,0.0,0.0,3.0,1,0.0,1
2434,1,6,131,0,2993.0,8.0,7.0,5.0,0.0,0.0,0.0,0.0,0.0,1,0.0,1
2435,1,10,50,0,3663.0,8.0,9.0,2.0,2.227272727,151.7142857,7.0,3.0,0.0,1,3.0,1
2438,1,0,50,0,1272.0,7.0,8.0,4.0,0.538461539,49.66666667,1.0,0.0,1.0,1,0.0,1
2440,1,0,0,0,917.0,7.0,9.0,2.0,10.26666667,13.40909091,22.0,8.0,12.0,1,9.0,0
2441,1,0,300,0,4645.0,6.0,7.0,4.0,5.25,41.11111111,9.0,9.0,0.0,1,3.0,1
2442,1,0,1,0,5354.0,7.0,10.0,10.0,3.181818182,95.4,10.0,4.0,0.0,1,5.0,1
2443,1,2,19920,0,18601.0,7.0,7.0,7.0,1.4,2193.5,2.0,0.0,2.0,1,2.0,1
2444,1,0,200,0,840.0,8.0,7.0,4.0,1.076923077,40.5,2.0,2.0,0.0,0,2.0,1
2445,1,0,0,0,4597.0,7.0,6.0,5.0,0.859649123,169.2857143,6.0,5.0,1.0,1,3.0,0
2446,1,0,0,0,3522.0,8.0,10.0,5.0,0.122807018,500.0,0.0,0.0,0.0,1,0.0,0
2447,1,0,1,0,20598.0,9.0,9.0,6.0,1.596491228,15.46153846,12.0,2.0,3.0,1,6.0,1
